path,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,kp7_x,kp7_y,kp8_x,kp8_y,scale,area
/home/timo/Data2/wings/ExpEvo/Slides1to8/0.jpg,0.4476657509803772,0.35994577407836914,0.460993230342865,0.3955231010913849,0.45162859559059143,0.3954783082008362,0.4475088119506836,0.40659451484680176,0.44030430912971497,0.4207150638103485,0.43854716420173645,0.4228278696537018,0.4293036162853241,0.41987207531929016,0.4392576217651367,0.4023670554161072,0.0022624434389140274,0.010315895080566406
/home/timo/Data2/wings/ExpEvo/Slides1to8/01.jpg,0.4794708788394928,0.520887553691864,0.4820307195186615,0.4992075562477112,0.5741674304008484,0.5031610727310181,0.5768483877182007,0.4570159912109375,0.6346787214279175,0.40999969840049744,0.7666202783584595,0.5567499399185181,0.7707594037055969,0.6104645133018494,0.6774096488952637,0.675118088722229,0.0022624434389140274,0.6173362731933594
/home/timo/Data2/wings/ExpEvo/Slides1to8/010.jpg,0.5905932784080505,0.5167887210845947,0.5837097764015198,0.49651530385017395,0.6677801012992859,0.4603198766708374,0.6610637903213501,0.41846397519111633,0.7038080096244812,0.3460032045841217,0.8638379573822021,0.42873865365982056,0.884304404258728,0.48271772265434265,0.8088752031326294,0.5768291354179382,0.0022624434389140274,0.6099452972412109
/home/timo/Data2/wings/ExpEvo/Slides1to8/0100.jpg,0.36025282740592957,0.5012509822845459,0.35501953959465027,0.48175716400146484,0.4386143684387207,0.4235793352127075,0.42473751306533813,0.3764215111732483,0.4645996391773224,0.29024678468704224,0.6487758159637451,0.34185153245925903,0.6734470725059509,0.38833707571029663,0.6096212267875671,0.5142998099327087,0.0022624434389140274,0.7279291152954102
/home/timo/Data2/wings/ExpEvo/Slides1to8/0101.jpg,0.4306480288505554,0.43272221088409424,0.42403915524482727,0.41437700390815735,0.5157597661018372,0.4038405418395996,0.5138785243034363,0.3570009768009186,0.5722209811210632,0.29838547110557556,0.7226539850234985,0.4196174740791321,0.7311909198760986,0.4722179174423218,0.6395089626312256,0.5512775778770447,0.0022624434389140274,0.6237525939941406
/home/timo/Data2/wings/ExpEvo/Slides1to8/0102.jpg,0.42270103096961975,0.4975552558898926,0.42141157388687134,0.47849488258361816,0.5167972445487976,0.46115756034851074,0.5163424611091614,0.4087598919868469,0.5684122443199158,0.34895995259284973,0.7304717302322388,0.4747791886329651,0.7408413887023926,0.5304666757583618,0.6516523361206055,0.6141014099121094,0.0022624434389140274,0.6863422393798828
/home/timo/Data2/wings/ExpEvo/Slides1to8/0103.jpg,0.4009767770767212,0.5441417098045349,0.3969571888446808,0.5268510580062866,0.48634618520736694,0.4762331247329712,0.4719606041908264,0.42881083488464355,0.516153872013092,0.34421610832214355,0.6999279260635376,0.40695786476135254,0.7229891419410706,0.45675548911094666,0.6485345363616943,0.5782452821731567,0.0022624434389140274,0.7281990051269531
/home/timo/Data2/wings/ExpEvo/Slides1to8/0104.jpg,0.4421277642250061,0.555456280708313,0.4373326003551483,0.5370218753814697,0.5195842385292053,0.4843292236328125,0.5038321614265442,0.4424448609352112,0.5453484654426575,0.3585537075996399,0.7165080308914185,0.41386187076568604,0.7403807044029236,0.46139025688171387,0.6715959906578064,0.5812971591949463,0.0022624434389140274,0.6605300903320312
/home/timo/Data2/wings/ExpEvo/Slides1to8/0105.jpg,0.41130179166793823,0.5472740530967712,0.4074121415615082,0.5287721157073975,0.4865466356277466,0.4667368531227112,0.46845322847366333,0.42655110359191895,0.5011078119277954,0.3339207172393799,0.6855958700180054,0.36413124203681946,0.7136949300765991,0.4085099697113037,0.6516284942626953,0.5404263138771057,0.0022624434389140274,0.6967601776123047
/home/timo/Data2/wings/ExpEvo/Slides1to8/0106.jpg,0.3836754858493805,0.6845166683197021,0.3821893036365509,0.6676509976387024,0.46526777744293213,0.6264883279800415,0.4531456530094147,0.5852887034416199,0.5000688433647156,0.5087084770202637,0.6645689010620117,0.5865256786346436,0.6835396885871887,0.6378424763679504,0.6064584851264954,0.7409509420394897,0.0022624434389140274,0.6304340362548828
/home/timo/Data2/wings/ExpEvo/Slides1to8/0107.jpg,0.4204164445400238,0.7117275595664978,0.40630701184272766,0.7004602551460266,0.45371055603027344,0.6004810333251953,0.42725884914398193,0.5713035464286804,0.4242829382419586,0.47885456681251526,0.5865211486816406,0.4059467613697052,0.6256393194198608,0.43378472328186035,0.6211676597595215,0.5739347338676453,0.0022624434389140274,0.6326751708984375
